,Postcode,PC_Area,Target,Population aged 65+,Females aged 65-69,Females aged 65+,Females aged 70-74,Females aged 75-79,Females aged 80-84,Females aged 85-89,Females aged 90-94,Females aged 95_99,Females aged 100+,Males aged 65-69,Males aged 65+,Males aged 70-74,Males aged 75-79,Males aged 80-84,Males aged 85-89,Males aged 90-94,Males aged 95-99,Males aged 100+,Females aged under 25,Females aged 25-44,Females aged 45-65,Males aged under 25,Males aged 25-44,Males aged 45-65,Mean Income,Median Income,Mode Income,Lower Quartile
1550,SW1V3AQ,SW,0,24,2,13,2,1,3,4,1,0,0,3,11,3,1,2,1,1,0,0,16,12,16,20,18,9,35700,29735.02304,17500,17652.32975
1551,SW1V3AS,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,4,2,57300,50535.71429,42500,32619.04762
1552,SW1V3AU,SW,0,9,1,3,1,0,0,0,1,0,0,0,6,2,0,4,0,0,0,0,14,37,14,8,48,17,43400,37596.28154,22500,23455.79793
1553,SW1V3AX,SW,0,6,0,2,0,0,0,0,1,1,0,0,4,0,0,1,1,1,1,0,3,22,4,5,41,1,48800,42896.34146,32500,27230.76923
1554,SW1V3AY,SW,0,10,2,6,1,2,1,0,0,0,0,1,4,2,1,0,0,0,0,0,9,11,8,7,18,12,37600,32640.7767,22500,20419.52055
1555,SW1V3BA,SW,0,9,1,5,1,2,1,0,0,0,0,1,4,2,1,0,0,0,0,0,7,9,8,5,13,11,24000,19524.79339,12500,12217.33668
1556,SW1V3BB,SW,0,13,2,7,1,2,1,0,1,0,0,1,6,2,1,0,1,1,0,0,10,12,8,7,20,12,33600,28066.86047,17500,17058.16555
1557,SW1V3BD,SW,0,8,1,5,1,1,1,1,0,0,0,1,3,1,0,1,0,0,0,0,3,7,6,3,13,8,33900,28677.9661,17500,17723.57724
1558,SW1V3BE,SW,0,9,1,5,1,1,1,1,0,0,0,1,4,2,0,1,0,0,0,0,4,8,8,4,15,10,37400,31656.05096,17500,19272.95918
1559,SW1V3BG,SW,0,4,1,3,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,5,5,3,6,5,30100,25075,17500,15462.63345
1560,SW1V3BH,SW,0,9,1,5,1,1,1,1,0,0,0,1,4,1,1,1,0,0,0,0,4,8,6,3,15,9,32800,28159.42029,17500,17523.47418
1561,SW1V3BJ,SW,0,14,1,8,2,2,2,1,0,0,0,2,6,2,1,1,0,0,0,0,6,10,11,6,20,12,35200,29912.2807,17500,18319.32773
1562,SW1V3BP,SW,0,20,2,12,3,1,2,3,1,0,0,3,8,2,1,1,1,0,0,0,9,21,15,19,19,16,32700,27028.30189,17500,16107.24234
1563,SW1V3BQ,SW,0,9,1,5,1,1,1,1,0,0,0,2,4,1,1,0,0,0,0,0,8,12,7,9,13,11,33600,27284.48276,17500,16099.58506
1564,SW1V3BS,SW,0,7,1,5,1,1,1,1,0,0,0,1,2,1,0,0,0,0,0,0,4,5,3,4,4,4,30300,24867.54967,17500,15027.93296
1565,SW1V3BT,SW,0,7,1,5,1,1,1,1,0,0,0,1,2,1,0,0,0,0,0,0,3,6,3,3,5,4,23400,19433.24937,12500,12122.96984
1566,SW1V3BU,SW,0,23,2,13,3,2,2,2,1,1,0,1,10,3,2,2,2,0,0,0,14,15,8,13,12,11,31600,26521.73913,17500,16321.04455
1567,SW1V3BX,SW,0,21,2,13,3,2,2,2,1,1,0,1,8,2,1,2,2,0,0,0,13,13,9,12,12,11,32200,26661.97183,17500,16207.98319
1568,SW1V3BY,SW,0,30,0,19,6,2,4,3,3,0,1,1,11,2,4,2,1,1,0,0,21,21,20,22,16,16,41300,35041.49378,22500,21536
1569,SW1V3BZ,SW,0,15,0,9,3,1,2,2,1,0,0,1,6,1,2,2,0,0,0,0,12,11,12,12,11,8,36400,30546.21849,17500,18136.64596
1570,SW1V3DA,SW,0,4,0,3,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,5,5,4,4,4,4,62800,54545.45455,110000,33648.64865
1571,SW1V3DG,SW,0,5,0,2,1,1,0,0,0,0,0,1,3,1,0,1,0,0,0,0,9,5,6,7,6,6,26100,20925.32468,12500,12693.20843
1572,SW1V3DH,SW,0,5,0,2,1,1,0,0,0,0,0,1,3,1,0,1,0,0,0,0,9,5,6,7,6,6,21000,17123.89381,12500,10782.68877
1573,SW1V3DJ,SW,0,3,0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,9,4,6,7,6,4,29900,25545.0237,17500,16007.06714
1574,SW1V3DL,SW,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,6,4,28600,21250,12500,12575.75758
1575,SW1V3DN,SW,0,8,1,5,1,1,1,0,1,0,0,1,3,0,1,1,0,0,0,0,6,7,7,7,10,4,49300,42823.52941,32500,26436.17021
1576,SW1V3DP,SW,0,14,4,9,1,3,0,1,0,0,0,1,5,2,1,0,0,1,0,0,31,20,23,30,25,18,34800,29596.33028,17500,18192.30769
1577,SW1V3DQ,SW,0,4,0,2,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,10,5,6,7,7,5,20600,16782.51121,12500,10503.663
1578,SW1V3DR,SW,0,8,2,6,1,2,1,0,0,0,0,1,2,1,0,0,0,0,0,0,7,8,7,4,8,7,24100,19653.91621,12500,12338.98305
1579,SW1V3DS,SW,0,29,6,18,2,5,2,2,0,1,0,4,11,1,2,1,1,1,1,0,24,26,25,17,27,22,33000,27769.3475,17500,16830.40936
1580,SW1V3DT,SW,0,29,5,17,3,2,4,2,1,0,0,6,12,2,1,1,1,1,0,0,17,22,14,22,19,15,32700,27616.58031,17500,16603.77358
1581,SW1V3DW,SW,0,16,4,11,1,4,1,1,0,0,0,1,5,2,1,0,0,1,0,0,32,20,21,30,24,17,34600,29683.21918,17500,18031.6092
1582,SW1V3DY,SW,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,5,7,2,53100,44545.45455,22500,26225.4902
1583,SW1V3DZ,SW,0,7,1,3,1,0,0,1,0,0,0,1,4,2,1,0,0,0,0,0,3,18,8,4,23,8,59500,52382.8125,42500,33458.78136
1584,SW1V3EB,SW,0,4,1,2,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,3,10,5,3,14,3,63600,56394.55782,110000,36107.59494
1585,SW1V3ED,SW,0,3,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,2,9,4,4,10,3,58600,51467.88991,32500,32704.91803
1586,SW1V3EG,SW,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,5,4,1,6,4,48300,43177.08333,32500,28041.23711
1587,SW1V3EJ,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,33900,29772.72727,17500,19000
1588,SW1V3EL,SW,0,3,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,7,4,3,9,4,49700,43938.35616,32500,28175.67568
1589,SW1V3EN,SW,0,8,2,4,1,1,0,0,0,0,0,1,4,1,1,1,0,0,0,0,5,4,7,4,5,7,28800,24644.54976,17500,15732.21757
1590,SW1V3EP,SW,0,22,1,10,3,2,2,1,0,1,0,2,12,2,3,3,0,1,1,0,40,19,21,33,28,25,40100,34903.64026,22500,21429.98028
1591,SW1V3EQ,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,5,1,60600,53333.33333,42500,33846.15385
1592,SW1V3ER,SW,0,21,2,11,1,3,1,1,2,1,0,3,10,1,2,2,1,1,0,0,14,17,17,17,22,11,40100,34097.4212,17500,20420.79208
1593,SW1V3ES,SW,0,5,1,3,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,5,6,7,3,8,6,33700,29548.61111,17500,18913.04348
1594,SW1V3ET,SW,0,3,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,6,7,7,7,4,46700,40368.42105,22500,25270.27027
1595,SW1V3EU,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,35700,31500,22500,20416.66667
1596,SW1V3EX,SW,0,9,1,5,1,1,1,0,1,0,0,1,4,1,1,1,0,0,0,0,8,10,11,9,13,7,33700,28586.69834,17500,17710.72797
1597,SW1V3EY,SW,0,6,1,4,1,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,5,6,6,5,7,4,47500,40723.27044,22500,24576.71958
1598,SW1V3EZ,SW,0,7,1,4,1,1,1,0,0,0,0,1,3,1,1,0,0,0,0,0,5,7,7,3,11,6,18200,15404.41176,12500,10021.92982
1599,SW1V3HD,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,41100,36111.11111,22500,23500
1600,SW1V3HH,SW,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,2,1,3,1,62300,56470.58824,47500,39393.93939
1601,SW1V3HJ,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,76100,69444.44444,110000,45909.09091
1602,SW1V3HL,SW,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77800,72000,110000,49545.45455
1603,SW1V3HN,SW,0,14,2,9,2,1,2,2,0,0,0,1,5,1,1,1,1,0,0,0,17,15,10,15,14,9,36200,30764.87252,17500,18411.11111
1604,SW1V3HQ,SW,0,31,4,19,4,2,4,3,1,1,0,2,12,3,1,1,3,1,1,0,32,25,16,25,22,13,34700,29311.47541,17500,17652.1164
1605,SW1V3HS,SW,0,11,2,6,1,1,1,0,1,0,0,2,5,1,1,1,0,0,0,0,8,12,12,11,15,7,44900,39022.34637,17500,22966.50718
1606,SW1V3HU,SW,0,11,2,6,3,1,0,0,0,0,0,2,5,1,1,1,0,0,0,0,14,18,19,23,20,14,35300,30269.46108,17500,18143.50797
1607,SW1V3HW,SW,0,15,2,10,2,1,3,2,0,0,0,1,5,1,1,1,1,0,0,0,17,15,10,15,13,9,32300,27120.09804,17500,16716.98113
1608,SW1V3HX,SW,0,16,2,10,3,1,0,1,1,1,1,2,6,0,1,1,1,1,0,0,14,18,17,22,19,14,36400,31495.60117,17500,19297.82082
1609,SW1V3HY,SW,0,11,2,7,2,1,2,0,0,0,0,1,4,2,1,0,0,0,0,0,9,12,11,7,14,11,32300,27733.99015,17500,17359.43775
1610,SW1V3HZ,SW,0,11,2,7,2,1,2,0,0,0,0,1,4,2,1,0,0,0,0,0,10,12,12,8,15,12,32800,28087.5,17500,17515.21298
1611,SW1V3JA,SW,0,7,2,4,1,0,1,0,0,0,0,1,3,1,1,0,0,0,0,0,7,9,9,4,10,7,30600,25643.93939,17500,15807.79944
1612,SW1V3JD,SW,0,23,2,13,2,3,2,2,1,1,0,3,10,1,2,1,1,1,1,0,16,21,14,18,21,18,36200,30540.81633,17500,18389.83051
1613,SW1V3JE,SW,0,17,2,10,2,2,2,1,1,0,0,3,7,1,1,0,1,1,0,0,12,18,11,14,19,15,35500,29632.18391,17500,17920.51756
1614,SW1V3JN,SW,0,22,3,8,1,1,2,1,0,0,0,5,14,2,3,2,1,1,0,0,4,9,10,3,12,11,44600,38371.42857,22500,24179.48718
1615,SW1V3JU,SW,0,28,3,12,1,2,3,1,1,1,0,6,16,3,4,1,1,0,1,0,6,14,10,5,20,11,60600,53213.33333,42500,34185.46366
1616,SW1V3JY,SW,0,27,4,14,4,2,1,2,1,0,0,5,13,3,2,1,1,1,0,0,22,32,14,9,34,19,69000,61489.58333,110000,40000
1617,SW1V3LA,SW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,28400,25000,17500,16333.33333
1618,SW1V3LD,SW,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,7,3,2,8,2,49800,44207.92079,32500,28564.35644
1619,SW1V3LE,SW,0,15,2,8,3,1,1,1,0,0,0,3,7,1,1,1,1,0,0,0,10,16,8,4,18,12,61300,54156.62651,42500,34913.2948
1620,SW1V3LF,SW,0,7,1,3,1,1,0,0,0,0,0,1,4,1,1,1,0,0,0,0,3,5,4,1,7,6,55400,48435.1145,32500,30899.28058
1621,SW1V3LG,SW,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,3,2,3,1,57800,48660.71429,32500,30000
1622,SW1V3LH,SW,0,12,1,8,1,1,2,2,1,0,0,1,4,1,1,1,0,0,0,0,2,6,8,3,7,6,18500,15435.48387,12500,9956.958393
1623,SW1V3LL,SW,0,15,2,9,1,2,1,1,1,1,0,1,6,1,1,1,1,1,0,0,5,11,8,5,15,9,50400,44031.14187,32500,27873.75415
1624,SW1V3LP,SW,0,13,1,7,1,2,1,1,1,0,0,1,6,2,1,1,0,1,0,0,4,8,7,5,11,8,50600,43364.48598,32500,26440.67797
1625,SW1V3LR,SW,0,9,1,5,1,1,1,1,0,0,0,1,4,1,1,1,0,0,0,0,4,6,5,2,11,8,50000,43480.66298,32500,27098.4456
1626,SW1V3LW,SW,0,25,3,16,2,3,2,3,1,1,1,2,9,1,1,2,1,1,1,0,10,30,9,4,54,16,54900,47994.01198,32500,30221.48394
1627,SW1V3NA,SW,0,11,1,6,1,1,1,1,1,0,0,0,5,1,1,1,0,2,0,0,3,10,5,3,14,5,43600,35578.23129,17500,21649.61637
1628,SW1V3NB,SW,0,32,1,12,2,4,1,2,2,0,0,2,20,3,3,1,2,7,1,1,13,40,14,6,52,20,47100,39422.06655,22500,24240.36281
1629,SW1V3ND,SW,0,8,1,4,1,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,4,7,5,1,11,7,49500,43101.60428,32500,27272.72727
1630,SW1V3NE,SW,0,7,1,3,0,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,1,4,4,2,6,5,50500,43467.74194,32500,27293.23308
1631,SW1V3NF,SW,0,7,1,3,0,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,2,4,4,2,6,5,52700,46322.31405,32500,29798.3871
1632,SW1V3NG,SW,0,8,1,4,1,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,2,5,5,2,8,5,49500,43662.42038,32500,28312.5
1633,SW1V3NH,SW,0,8,1,4,1,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,4,7,5,2,11,8,46200,38918.91892,22500,23590.90909
1634,SW1V3NJ,SW,0,7,1,3,0,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,1,4,4,2,6,5,59500,52254.90196,42500,33035.71429
1635,SW1V3NL,SW,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,3,2,5,4,53600,46562.5,32500,29000
1636,SW1V3NN,SW,0,4,1,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,4,2,5,4,51200,44191.91919,32500,27358.49057
1637,SW1V3NP,SW,0,12,1,5,2,1,1,0,0,0,0,2,7,2,1,1,1,0,0,0,5,6,8,4,6,7,57500,50485.07463,32500,32072.36842
1638,SW1V3NQ,SW,0,8,1,4,1,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,5,7,5,1,10,6,47300,39817.07317,22500,23826.53061
1639,SW1V3NR,SW,0,14,1,7,2,2,1,1,0,0,0,2,7,2,1,1,1,0,0,0,6,7,9,4,6,9,52400,46091.95402,32500,29194.44444
1640,SW1V3NS,SW,0,10,1,4,2,1,0,0,0,0,0,2,6,2,1,1,0,0,0,0,3,5,7,4,5,5,46600,39854.0146,22500,24516.12903
1641,SW1V3NT,SW,0,11,1,4,2,1,0,0,0,0,0,2,7,2,1,1,1,0,0,0,3,5,8,4,5,5,52000,46159.42029,32500,29856.11511
1642,SW1V3NU,SW,0,17,2,8,2,2,1,1,0,0,0,3,9,2,1,1,1,1,0,0,6,8,9,5,8,9,52300,46064.35644,32500,29138.75598
1643,SW1V3NW,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,3,10,3,50100,43038.46154,32500,26901.40845
1644,SW1V3NX,SW,0,12,1,5,2,1,1,0,0,0,0,2,7,2,1,1,1,0,0,0,4,5,8,4,5,6,54100,46240,32500,28063.38028
1645,SW1V3NY,SW,0,10,1,6,1,1,1,1,1,0,0,1,4,1,1,1,0,0,0,0,4,8,5,2,11,7,53500,44707.60234,22500,26454.08163
1646,SW1V3NZ,SW,0,8,1,4,1,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,2,5,5,2,8,5,55600,48062.0155,32500,29666.66667
1647,SW1V3PA,SW,0,6,1,3,0,1,1,0,0,0,0,1,3,1,1,0,0,0,0,0,1,4,4,2,6,5,48900,42130.43478,32500,26132.8125
1648,SW1V3PE,SW,0,8,1,4,1,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,4,7,5,2,11,8,52000,45497.07602,32500,28579.23497
1649,SW1V3PF,SW,0,7,1,3,0,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,1,4,4,2,7,5,48100,41475.40984,32500,25547.44526
1650,SW1V3PG,SW,0,7,1,3,0,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,2,4,4,2,6,5,42900,34729.72973,17500,21257.30994
1651,SW1V3PH,SW,0,6,0,3,1,1,1,0,0,0,0,1,3,1,1,0,0,0,0,0,2,9,2,1,12,3,52000,45162.7907,32500,28199.15254
1652,SW1V3PL,SW,0,6,0,3,1,1,1,0,0,0,0,1,3,1,1,0,0,0,0,0,2,8,2,1,10,3,46800,39947.36842,22500,24604.65116
1653,SW1V3PN,SW,0,5,0,2,1,0,1,0,0,0,0,1,3,1,1,0,0,0,0,0,2,6,1,1,8,2,37300,30911.60221,17500,19063.82979
1654,SW1V3PP,SW,0,9,1,5,1,1,0,1,1,0,0,1,4,1,1,0,0,1,0,0,3,12,3,2,16,2,44600,38598.61592,22500,23878.78788
1655,SW1V3PQ,SW,0,8,1,4,1,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,3,5,5,2,8,5,44200,37105.26316,22500,22739.3617
1656,SW1V3PW,SW,0,7,0,4,1,1,1,1,0,0,0,1,3,1,1,0,0,0,0,0,3,11,3,2,16,2,47900,39367.81609,22500,23513.93189
1657,SW1V3QB,SW,0,36,6,22,5,5,4,1,1,0,0,3,14,2,4,4,1,0,0,0,4,12,9,5,7,7,32900,26384.83965,17500,15640
1658,SW1V3QD,SW,0,20,3,12,3,2,2,1,1,0,0,3,8,2,1,1,1,0,0,0,7,11,12,5,10,11,29300,23911.70431,17500,14536.87822
1659,SW1V3QE,SW,0,7,1,4,1,1,1,0,0,0,0,1,3,0,1,1,0,0,0,0,0,1,2,2,2,1,20500,16032.86385,12500,9942.965779
1660,SW1V3QF,SW,0,4,1,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,4,0,3,3,23100,19425.92593,12500,12214.53287
1661,SW1V3QN,SW,0,17,2,11,5,2,1,0,1,0,0,2,6,2,1,0,0,1,0,0,17,36,16,11,39,21,59900,52316.17647,32500,33004.92611
1662,SW1V3QP,SW,0,22,2,10,3,2,1,1,1,0,0,3,12,3,3,2,0,1,0,0,14,46,23,12,46,21,57400,50567.19023,42500,32484.42368
1663,SW1V3QT,SW,0,17,3,11,4,2,1,1,0,0,0,3,6,2,0,1,0,0,0,0,9,19,11,6,27,7,44400,37570.75472,22500,22945.73643
1664,SW1V3QU,SW,0,5,1,3,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,2,8,4,3,10,4,52900,46442.30769,32500,29465.11628
1665,SW1V3QW,SW,0,23,4,15,6,3,1,1,0,0,0,4,8,2,0,2,0,0,0,0,13,26,17,8,35,12,51900,44784.8537,32500,27895.59543
1666,SW1V3QX,SW,0,14,2,6,1,0,2,1,0,0,0,3,8,3,1,1,0,0,0,0,4,20,5,7,26,8,69000,62031.25,110000,41099.13793
1667,SW1V3QY,SW,0,9,2,5,1,0,1,1,0,0,0,2,4,2,0,0,0,0,0,0,3,13,4,4,17,6,59700,52324.5614,42500,33194.44444
1668,SW1V3RJ,SW,0,6,1,3,1,0,1,0,0,0,0,1,3,1,0,1,0,0,0,0,2,5,4,1,4,5,25400,20326.08696,12500,12588.23529
1669,SW1V3RL,SW,0,10,2,6,2,1,1,0,0,0,0,1,4,1,1,1,0,0,0,0,1,5,4,1,3,2,16600,14367.08861,12500,9331.337325
1670,SW1V3RN,SW,0,21,3,11,3,2,2,1,0,0,0,4,10,2,1,1,1,0,1,0,7,13,12,8,12,14,32800,28044.49649,17500,17346.7433
1671,SW1V3RP,SW,0,23,2,13,3,2,3,2,1,0,0,2,10,2,2,1,2,1,0,0,10,6,9,9,10,9,29800,24421.84154,17500,14726.77596
1672,SW1V3RR,SW,0,20,2,10,2,2,2,2,0,0,0,2,10,2,2,1,2,1,0,0,10,6,10,7,9,9,30600,26072.4234,17500,16574.46809
1673,SW1V3RS,SW,0,19,2,10,2,2,2,2,0,0,0,2,9,2,2,1,1,1,0,0,8,7,9,7,9,8,25000,20167.46411,12500,12810.81081
1674,SW1V3RT,SW,0,16,2,9,2,2,2,1,0,0,0,2,7,1,1,1,1,1,0,0,7,6,9,6,8,8,34200,28980.58252,17500,17084.94208
1675,SW1V3RU,SW,0,10,1,5,0,0,2,2,0,0,0,0,5,1,1,1,1,1,0,0,6,9,13,12,9,13,26200,20773.67206,12500,12621.75325
1676,SW1V3RW,SW,0,3,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,4,1,3,3,25000,20989.01099,12500,13086.95652
1677,SW1V3RX,SW,0,4,0,2,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,4,6,8,6,8,8,34600,29479.76879,17500,17654.02844
1678,SW1V3RY,SW,0,13,1,7,4,1,1,0,0,0,0,2,6,2,1,1,0,0,0,0,12,26,13,7,30,15,54300,47366.33663,32500,29542.85714
1679,SW1V3RZ,SW,0,4,0,2,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4,13,6,3,15,7,67400,60413.7931,110000,39137.93103
1680,SW1V3SB,SW,0,4,2,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,5,10,9,8,10,11,80200,73759.68992,110000,50357.14286
1681,SW1V3SD,SW,0,3,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,2,1,5,4,80900,74666.66667,110000,51354.16667
1682,SW1V3SE,SW,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,4,4,70400,63152.17391,110000,42127.65957
1683,SW1V3SG,SW,0,16,2,10,1,2,3,1,1,0,0,1,6,1,2,1,1,0,0,0,15,21,17,13,15,26,42200,36151.01289,22500,22000
1684,SW1V3SH,SW,0,7,0,3,1,1,1,0,0,0,0,1,4,0,1,1,1,0,0,0,0,2,5,0,4,6,37100,31778.35052,17500,19595.74468
1685,SW1V3SJ,SW,0,11,1,5,1,2,1,0,0,0,0,2,6,0,1,1,1,1,0,0,1,6,9,1,4,9,29600,24675.32468,17500,15388.88889
1686,SW1V3SL,SW,0,9,0,3,1,1,1,0,0,0,0,2,6,0,1,1,1,1,0,0,1,5,8,0,4,9,35100,30165.28926,17500,18508.19672
1687,SW1V3SN,SW,0,5,2,3,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,7,11,10,9,11,12,84400,78119.65812,110000,52708.33333
1688,SW1V3SQ,SW,0,3,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,5,5,9,66500,61437.5,110000,43076.92308
1689,SW1V4AA,SW,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,2,1,2,1,73000,66388.88889,110000,42619.04762
1690,SW1V4AB,SW,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,2,88800,82258.06452,110000,57000
1691,SW1V4AD,SW,0,3,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,5,4,3,5,4,78400,71929.82456,110000,47857.14286
1692,SW1V4AE,SW,0,3,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,5,3,2,5,3,72800,65614.03509,110000,43076.92308
1693,SW1V4AF,SW,0,4,2,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,4,3,1,4,4,70600,63090.90909,110000,41228.07018
1694,SW1V4AG,SW,0,9,3,5,0,1,1,0,0,0,0,2,4,1,1,0,0,0,0,0,5,9,6,3,10,6,60600,53544.3038,42500,34191.61677
1695,SW1V4AH,SW,0,16,5,9,1,2,1,0,0,0,0,2,7,2,1,0,1,1,0,0,7,11,7,5,12,9,63500,56413.61257,47500,36617.64706
1696,SW1V4AJ,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,2,50700,42592.59259,22500,25967.74194
1697,SW1V4AL,SW,0,6,2,3,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,4,5,4,3,5,5,85800,79418.60465,110000,53113.20755
1698,SW1V4AN,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,2,37900,31666.66667,17500,19812.5
1699,SW1V4AP,SW,0,3,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,6,4,3,9,4,37200,30279.72028,17500,17283.10502
1700,SW1V4AQ,SW,0,11,4,7,0,1,1,0,1,0,0,2,4,1,1,0,0,0,0,0,6,10,6,4,10,7,78000,71040,110000,47746.47887
1701,SW1V4AR,SW,0,4,2,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,9,7,7,8,7,7,30500,25691.96429,17500,15827.81457
1702,SW1V4AS,SW,0,7,3,4,0,0,1,0,0,0,0,1,3,1,0,1,0,0,0,0,14,12,12,10,10,9,32400,27548.63813,17500,16527.77778
1703,SW1V4AT,SW,0,10,3,7,0,3,0,1,0,0,0,2,3,0,0,1,0,0,0,0,25,21,22,23,19,15,34800,29290.06085,17500,17646.5798
1704,SW1V4AU,SW,0,15,5,9,1,0,1,1,1,0,0,2,6,1,1,1,1,0,0,0,24,20,18,17,17,15,34600,29260.24955,17500,17489.3918
1705,SW1V4AW,SW,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,4,1,0,4,2,46400,40056.81818,22500,24951.45631
1706,SW1V4AX,SW,0,11,3,8,0,3,0,2,0,0,0,2,3,0,0,1,0,0,0,0,23,19,21,20,18,15,34600,29720.27972,17500,18394.97041
1707,SW1V4AY,SW,0,15,2,10,1,3,1,2,1,0,0,3,5,0,1,1,0,0,0,0,26,24,23,25,24,17,35700,30508.77193,17500,18914.56583
1708,SW1V4BA,SW,0,7,1,4,1,0,1,1,0,0,0,1,3,1,1,0,0,0,0,0,4,10,7,9,10,8,25300,20191.48936,12500,12447.76119
1709,SW1V4BB,SW,0,4,1,2,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,2,6,4,4,6,3,33900,29211.71171,17500,18352.27273
1710,SW1V4BF,SW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,25600,21065.57377,12500,12721.51899
1711,SW1V4BL,SW,0,4,1,2,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,1,1,4,3,55800,49085.36585,32500,31279.06977
1712,SW1V4BN,SW,0,12,1,5,1,1,2,0,0,0,0,1,7,3,1,1,1,0,0,0,8,16,5,8,29,8,59100,51713.78092,32500,32899.68652
